"","edu","m1","m2","res"
"448",4,3,8,0.00287618152540561
"449",4,3,13,0.00276071087275085
"450",4,3,10,0.00275838724162388
"451",4,3,97,0.00313558948775929
"452",4,3,20,0.00275090835133846
"453",4,3,7,0.00266984566032311
"454",4,3,12,0.00264414731485672
"455",4,1,3,0.106743369074194
"456",4,1,0,0.193803818050234
"457",4,1,1,0.520112223442942
"458",4,1,11,0.0296950506036669
"459",4,1,17,0.0301251067922945
"460",4,1,19,0.00260123815500877
"461",4,1,4,0.0376182201341938
"462",4,1,6,0.00762488345815202
"463",4,1,2,0.0162792920391752
"464",4,1,16,0.0535315579561516
"465",4,1,18,0.00542074177283275
"466",4,1,15,0.0094070564858981
"467",4,1,5,0.00976353898783483
"468",4,1,8,0.00305181346760223
"469",4,1,13,0.00726607817018556
"470",4,1,10,0.00454229524672683
"471",4,1,97,0.00288629679762105
"472",4,1,20,0.00546565514572504
"473",4,1,7,0.00260045126302553
"474",4,11,3,0.0378649691449108
"475",4,11,0,0.281928164691661
"476",4,11,1,0.250766020310887
"477",4,11,11,0.314635115795807
"478",4,11,17,0.0407394323891664
"479",4,11,19,0.012214794299511
"480",4,11,4,0.0160854116681773
"481",4,11,2,0.0138794119231154
"482",4,11,16,0.0366665042101178
"483",4,11,18,0.00268216221421671
"484",4,11,15,0.00512596082763743
"485",4,11,5,0.00461263427215384
"486",4,11,8,0.00306812762048211
"487",4,11,97,0.0134181009280117
"488",4,17,3,0.0974845395772789
"489",4,17,0,0.344910811811202
"490",4,17,1,0.140267301891624
"491",4,17,11,0.0256541250018068
"492",4,17,17,0.253463274554221
"493",4,17,19,0.0605844792986804
"494",4,17,4,0.0218095628092881
"495",4,17,6,0.00500539983276532
"496",4,17,2,0.0128753184186006
"497",4,17,16,0.0161111984541367
"498",4,17,18,0.00534629451316613
"499",4,17,15,0.0231745725572928
"500",4,17,5,0.00620931894952532
"501",4,17,13,0.00369396789880454
"502",4,17,10,0.00283495090644815
"503",4,17,97,0.00446412422767904
"504",4,17,20,0.00577788664840218
"505",4,17,14,0.00974932625850637
"506",4,19,3,0.188450478497835
"507",4,19,0,0.132241109806856
"508",4,19,11,0.00746144819773285
"509",4,19,17,0.241299397478871
"510",4,19,19,0.170663177487507
"511",4,19,4,0.0541909478984129
"512",4,19,6,0.010935125388414
"513",4,19,16,0.0417178716604881
"514",4,19,18,0.0770951349458037
"515",4,19,15,0.00629847183133261
"516",4,19,5,0.0281213161974912
"517",4,19,13,0.0659464629522025
"518",4,19,97,0.00279448487542448
"519",4,19,12,0.0045201158888709
"520",4,4,3,0.0195900226798057
"521",4,4,0,0.224365103058996
"522",4,4,1,0.0427209239435307
"523",4,4,11,0.00308547197631453
"524",4,4,17,0.00915560587380033
"525",4,4,19,0.00368120588486154
"526",4,4,4,0.701078364620115
"527",4,4,6,0.00558767098286007
"528",4,4,2,0.00505703270595306
"529",4,4,16,0.00542369051077476
"530",4,4,18,0.00285707013294937
"531",4,4,5,0.00474625099031969
"532",4,4,8,0.00302109998088277
"533",4,4,13,0.00434456723967955
"534",4,4,7,0.00259211458205334
"535",4,6,3,0.0190467833201839
"536",4,6,0,0.232999759028919
"537",4,6,1,0.0301161554273866
"538",4,6,11,0.00341204371505424
"539",4,6,17,0.00441344810794052
"540",4,6,19,0.00445016871928123
"541",4,6,4,0.0133870779939361
"542",4,6,6,0.706338012066381
"543",4,6,2,0.00377735789828207
"544",4,6,16,0.00332645223485846
"545",4,6,18,0.00258346172956064
"546",4,6,5,0.00392401952006358
"547",4,6,8,0.00496709722907822
"548",4,6,97,0.00275900949889591
"549",4,6,20,0.00282392435606598
"550",4,6,9,0.00264371100017888
"551",4,2,3,0.0660063067136179
"552",4,2,0,0.216582634392085
"553",4,2,1,0.160070232478253
"554",4,2,11,0.0192024904921423
"555",4,2,17,0.0192800561391707
"556",4,2,4,0.0261549693866332
"557",4,2,6,0.00565144787436379
"558",4,2,2,0.471933340830374
"559",4,2,16,0.0186339763603827
"560",4,2,5,0.00416532460551274
"561",4,2,20,0.00886168550421386
"562",4,16,3,0.0441425447588535
"563",4,16,0,0.273186714782197
"564",4,16,1,0.321924263312041
"565",4,16,11,0.0363653048295687
"566",4,16,17,0.0408006926633958
"567",4,16,19,0.00636654638741702
"568",4,16,4,0.0136755335707814
"569",4,16,6,0.00298106563400598
"570",4,16,2,0.00809953594100019
"571",4,16,16,0.270380987252463
"572",4,16,15,0.00834403532601028
"573",4,16,10,0.00285970830626697
"574",4,16,14,0.00347011472845021
"575",4,18,3,0.0176223844043082
"576",4,18,0,0.210201679743096
"577",4,18,1,0.0661141896159626
"578",4,18,17,0.00482331236389147
"579",4,18,19,0.0232022957492247
"580",4,18,4,0.00859883203424327
"581",4,18,18,0.652791649314031
"582",4,18,15,0.007471050875744
"583",4,18,13,0.0244566696111548
"584",4,18,97,0.00322288018927639
"585",4,18,20,0.00332757734493927
"586",4,15,3,0.081511442121575
"587",4,15,0,0.285068001537238
"588",4,15,1,0.209837382696469
"589",4,15,11,0.0179469605225193
"590",4,15,17,0.0749538945548087
"591",4,15,19,0.0049303474877748
"592",4,15,4,0.0513885754060987
"593",4,15,16,0.0612732945192652
"594",4,15,18,0.007644286229833
"595",4,15,15,0.216709443287339
"596",4,5,3,0.0384298425425055
"597",4,5,0,0.231231929072259
"598",4,5,1,0.0563831799869078
"599",4,5,11,0.00626483701337921
"600",4,5,17,0.0180000991310625
"601",4,5,19,0.0098308114066996
"602",4,5,4,0.00493829346552932
"603",4,5,6,0.0059599631224653
"604",4,5,2,0.0032915974347281
"605",4,5,5,0.648498610977572
"606",4,8,3,0.04203139854211
"607",4,8,0,0.26235430209454
"608",4,8,1,0.0590389170688745
"609",4,8,17,0.0887821251057657
"610",4,8,4,0.00632779563052687
"611",4,8,6,0.00802137113337332
"612",4,8,5,0.0284021801228718
"613",4,8,8,0.521897149766655
"614",4,13,3,0.0603604358942526
"615",4,13,0,0.227188402950773
"616",4,13,1,0.234403499586219
"617",4,13,11,0.00837211011323464
"618",4,13,17,0.0127404329492234
"619",4,13,19,0.112013941261474
"620",4,13,4,0.0665225191622495
"621",4,13,2,0.00317334737123872
"622",4,13,18,0.00329307119861635
"623",4,13,13,0.25197255388465
"624",4,10,3,0.131312438176456
"625",4,10,0,0.20166701461749
"626",4,10,1,0.226884655042578
"627",4,10,17,0.011855983079636
"628",4,10,10,0.361142381650283
"629",4,12,3,0.0677673250769324
"630",4,12,0,0.387258625939014
"631",4,12,19,0.0212171813340673
"632",4,12,5,0.0192737666218295
"633",4,12,12,0.452236695803808
"634",4,97,3,0.214752325102867
"635",4,97,0,0.342308924220991
"636",4,97,1,0.0836185066000415
"637",4,97,17,0.0130272735510525
"638",4,97,19,0.00500285539457413
"639",4,97,4,0.00475701891383019
"640",4,97,6,0.00521262340121641
"641",4,97,97,0.322061526869039
"642",4,20,3,0.112414466006065
"643",4,20,0,0.0417432163258007
"644",4,20,1,0.421974730440503
"645",4,20,17,0.0906034366332261
"646",4,20,6,0.0110443362475166
"647",4,20,2,0.116039458930867
"648",4,20,20,0.103934709150026
"649",4,7,3,0.0478339461907331
"650",4,7,0,0.35111313411066
"651",4,7,4,0.0604508784779685
"652",4,7,7,0.484054319125199
"653",4,14,3,0.587120555793671
"654",4,14,0,0.158008915678011
"655",4,14,14,0.147972963664475
"656",4,9,3,0.023977764241799
"657",4,9,0,0.174591850280723
"658",4,9,1,0.00968671581373272
"659",4,9,9,0.801161588226106
"660",5,3,3,0.696268013477993
"661",5,3,0,0.236617711635444
"662",5,3,1,0.0518437286343564
"663",5,3,11,0.0084415228758872
"664",5,3,17,0.0117302648737782
"665",5,3,19,0.00858820697337083
"666",5,3,4,0.013544561699547
"667",5,3,6,0.00693541562799796
"668",5,3,2,0.00739884889515744
"669",5,3,16,0.00742896556264394
"670",5,3,18,0.00603303082641476
"671",5,3,15,0.00588442185622376
"672",5,3,5,0.00885990141298707
"673",5,3,8,0.00578902940781722
"674",5,3,13,0.00567355875516246
"675",5,3,10,0.00567123512403549
"676",5,3,20,0.00566375623375007
"677",5,3,7,0.00558269354273472
"678",5,3,12,0.00555699519726833
"679",5,1,3,0.109656216956606
"680",5,1,0,0.196716665932645
"681",5,1,1,0.523025071325353
"682",5,1,11,0.0326078984860785
"683",5,1,17,0.0330379546747061
"684",5,1,19,0.00551408603742038
"685",5,1,4,0.0405310680166054
"686",5,1,6,0.0105377313405636
"687",5,1,2,0.0191921399215868
"688",5,1,16,0.0564444058385632
"689",5,1,18,0.00833358965524436
"690",5,1,15,0.0123199043683097
"691",5,1,5,0.0126763868702464
"692",5,1,8,0.00596466135001384
"693",5,1,13,0.0101789260525972
"694",5,1,10,0.00745514312913844
"695",5,1,97,0.00579914468003266
"696",5,1,20,0.00837850302813665
"697",5,1,7,0.00551329914543714
"698",5,1,9,0.00550524995427247
"699",5,11,3,0.0407778170273224
"700",5,11,0,0.284841012574073
"701",5,11,1,0.253678868193299
"702",5,11,11,0.317547963678219
"703",5,11,17,0.0436522802715781
"704",5,11,19,0.0151276421819226
"705",5,11,4,0.0189982595505889
"706",5,11,6,0.00670926897129079
"707",5,11,2,0.016792259805527
"708",5,11,16,0.0395793520925294
"709",5,11,15,0.00803880871004904
"710",5,11,5,0.00752548215456546
"711",5,11,8,0.00598097550289372
"712",5,17,3,0.100397387459691
"713",5,17,0,0.347823659693614
"714",5,17,1,0.143180149774036
"715",5,17,11,0.0285669728842184
"716",5,17,17,0.256376122436632
"717",5,17,19,0.063497327181092
"718",5,17,4,0.0247224106916997
"719",5,17,6,0.00791824771517694
"720",5,17,2,0.0157881663010123
"721",5,17,16,0.0190240463365483
"722",5,17,18,0.00825914239557774
"723",5,17,15,0.0260874204397044
"724",5,17,5,0.00912216683193693
"725",5,17,13,0.00660681578121615
"726",5,17,97,0.00737697211009065
"727",5,17,12,0.00564708918104003
"728",5,19,3,0.191363326380247
"729",5,19,0,0.135153957689268
"730",5,19,1,0.00965704344391319
"731",5,19,11,0.0103742960801445
"732",5,19,17,0.244212245361283
"733",5,19,19,0.173576025369919
"734",5,19,4,0.0571037957808246
"735",5,19,6,0.0138479732708256
"736",5,19,16,0.0446307195428997
"737",5,19,18,0.0800079828282153
"738",5,19,15,0.00921131971374422
"739",5,19,5,0.0310341640799028
"740",5,19,13,0.0688593108346141
"741",5,4,3,0.0225028705622173
"742",5,4,0,0.227277950941407
"743",5,4,1,0.0456337718259424
"744",5,4,11,0.00599831985872614
"745",5,4,17,0.0120684537562119
"746",5,4,19,0.00659405376727315
"747",5,4,4,0.703991212502527
"748",5,4,6,0.00850051886527168
"749",5,4,2,0.00796988058836467
"750",5,4,16,0.00833653839318637
"751",5,4,18,0.00576991801536098
"752",5,4,15,0.00578658408484953
"753",5,4,5,0.0076590988727313
"754",5,4,8,0.00593394786329438
"755",5,4,13,0.00725741512209116
"756",5,4,97,0.00558407622712278
"757",5,4,20,0.00586803752252664
"758",5,4,7,0.00550496246446495
"759",5,4,12,0.00549872408580287
"760",5,6,3,0.0219596312025955
"761",5,6,0,0.235912606911331
"762",5,6,1,0.0330290033097982
"763",5,6,11,0.00632489159746585
"764",5,6,17,0.00732629599035213
"765",5,6,19,0.00736301660169284
"766",5,6,4,0.0162999258763477
"767",5,6,6,0.709250859948793
"768",5,6,2,0.00669020578069368
"769",5,6,16,0.00623930011727008
"770",5,6,5,0.00683686740247519
"771",5,6,8,0.00787994511148984
"772",5,6,20,0.00573677223847759
"773",5,6,9,0.00555655888259049
"774",5,2,3,0.0689191545960295
"775",5,2,0,0.219495482274496
"776",5,2,1,0.162983080360665
"777",5,2,11,0.0221153383745539
"778",5,2,17,0.0221929040215823
"779",5,2,4,0.0290678172690448
"780",5,2,6,0.00856429575677541
"781",5,2,2,0.474846188712786
"782",5,2,16,0.0215468242427943
"783",5,2,18,0.00783432811768971
"784",5,2,15,0.0138657583394288
"785",5,2,5,0.00707817248792435
"786",5,2,10,0.00615572334593881
"787",5,2,20,0.0117745333866255
"788",5,16,3,0.0470553926412651
"789",5,16,0,0.276099562664608
"790",5,16,1,0.324837111194452
"791",5,16,11,0.0392781527119803
"792",5,16,17,0.0437135405458074
"793",5,16,19,0.00927939426982863
"794",5,16,4,0.016588381453193
"795",5,16,6,0.00589391351641759
"796",5,16,2,0.0110123838234118
"797",5,16,16,0.273293835134875
"798",5,16,15,0.0112568832084219
"799",5,16,13,0.00557185603810278
"800",5,18,3,0.0205352322867198
"801",5,18,0,0.213114527625508
"802",5,18,1,0.0690270374983742
"803",5,18,19,0.0261151436316363
"804",5,18,4,0.0115116799166549
"805",5,18,6,0.00557362041661364
"806",5,18,2,0.0115322583759608
"807",5,18,18,0.655704497196443
"808",5,18,5,0.00571456636628256
"809",5,18,13,0.0273695174935664
"810",5,15,3,0.0844242900039867
"811",5,15,0,0.28798084941965
"812",5,15,1,0.212750230578881
"813",5,15,11,0.0208598084049309
"814",5,15,17,0.0778667424372203
"815",5,15,19,0.00784319537018641
"816",5,15,4,0.0543014232885103
"817",5,15,2,0.0108906459367804
"818",5,15,16,0.0641861424016768
"819",5,15,15,0.21962229116975
"820",5,15,13,0.0110214335447901
"821",5,15,97,0.00834122874086549
"822",5,5,3,0.0413426904249171
"823",5,5,0,0.234144776954671
"824",5,5,1,0.0592960278693195
"825",5,5,17,0.0209129470134741
"826",5,5,19,0.0127436592891112
"827",5,5,4,0.00785114134794094
"828",5,5,6,0.00887281100487692
"829",5,5,16,0.0075273000876145
"830",5,5,18,0.00596006270993317
"831",5,5,5,0.651411458859984
"832",5,8,3,0.0449442464245216
"833",5,8,0,0.265267149976952
"834",5,8,1,0.0619517649512862
"835",5,8,11,0.00914545161894071
"836",5,8,6,0.0109342190157849
"837",5,8,5,0.0313150280052834
"838",5,8,8,0.524809997649067
"839",5,13,3,0.0632732837766642
"840",5,13,0,0.230101250833185
"841",5,13,1,0.237316347468631
"842",5,13,17,0.015653280831635
"843",5,13,19,0.114926789143885
"844",5,13,4,0.0694353670446612
"845",5,13,6,0.00606695904438513
"846",5,13,16,0.0411431576903911
"847",5,13,15,0.0148372193867722
"848",5,13,13,0.254885401767062
"849",5,10,3,0.134225286058867
"850",5,10,0,0.204579862499902
"851",5,10,1,0.22979750292499
"852",5,10,2,0.0145925497062702
"853",5,10,10,0.364055229532694
"854",5,12,3,0.0706801729593441
"855",5,12,0,0.390171473821425
"856",5,12,11,0.0133825208260802
"857",5,12,17,0.0233007518086336
"858",5,12,12,0.455149543686219
"859",5,97,3,0.217665172985278
"860",5,97,0,0.345221772103402
"861",5,97,1,0.0865313544824531
"862",5,97,17,0.0159401214334641
"863",5,97,4,0.0076698667962418
"864",5,97,16,0.026161103026483
"865",5,97,18,0.00579794109963323
"866",5,97,97,0.32497437475145
"867",5,20,3,0.115327313888476
"868",5,20,0,0.0446560642082123
"869",5,20,1,0.424887578322914
"870",5,20,17,0.0935162845156378
"871",5,20,4,0.0723761108595303
"872",5,20,6,0.0139571841299282
"873",5,20,2,0.118952306813278
"874",5,20,16,0.0394023119576208
"875",5,20,15,0.0248589262085768
"876",5,20,20,0.106847557032437
"877",5,7,3,0.0507467940731448
"878",5,7,0,0.354025981993072
"879",5,7,17,0.0290415636981603
"880",5,7,5,0.0487237496295998
"881",5,7,7,0.486967167007611
"882",5,14,0,0.160921763560423
"883",5,9,0,0.177504698163135
"884",5,9,1,0.0125995636961443
"885",5,9,18,0.0063215088762989
"886",5,9,9,0.804074436108518
